,year,county,cause,sex,age_code,N
17933,108,Taoyuan County,間皮和軟組織癌,女,65-69歲,1
17934,108,Taoyuan County,女性乳房癌,女,55-59歲,3
17935,108,Taoyuan County,女性乳房癌,女,65-69歲,1
17936,108,Taoyuan County,女性乳房癌,女,70-74歲,1
17937,108,Taoyuan County,女性乳房癌,女,75-79歲,1
17938,108,Taoyuan County,女性乳房癌,女,85-89歲,1
17939,108,Taoyuan County,女性乳房癌,女,90-94歲,1
17940,108,Taoyuan County,子宮頸及部位未明示子宮癌,女,30-34歲,1
17941,108,Taoyuan County,子宮頸及部位未明示子宮癌,女,60-64歲,1
17942,108,Taoyuan County,子宮頸及部位未明示子宮癌,女,75-79歲,1
17943,108,Taoyuan County,子宮頸及部位未明示子宮癌,女,85-89歲,1
17944,108,Taoyuan County,子宮體癌,女,60-64歲,1
17945,108,Taoyuan County,子宮體癌,女,65-69歲,1
17946,108,Taoyuan County,卵巢癌,女,35-39歲,1
17947,108,Taoyuan County,前列腺(攝護腺)癌,男,70-74歲,1
17948,108,Taoyuan County,前列腺(攝護腺)癌,男,75-79歲,1
17949,108,Taoyuan County,前列腺(攝護腺)癌,男,85-89歲,1
17950,108,Taoyuan County,前列腺(攝護腺)癌,男,90-94歲,3
17951,108,Taoyuan County,腎臟癌,男,65-69歲,1
17952,108,Taoyuan County,腎臟癌,女,50-54歲,1
17953,108,Taoyuan County,膀胱癌,男,75-79歲,1
17954,108,Taoyuan County,膀胱癌,男,80-84歲,1
17955,108,Taoyuan County,膀胱癌,女,75-79歲,1
17956,108,Taoyuan County,膀胱癌,女,80-84歲,1
17957,108,Taoyuan County,腦癌,女,65-69歲,1
17958,108,Taoyuan County,甲狀腺癌,男,65-69歲,1
17959,108,Taoyuan County,甲狀腺癌,女,80-84歲,1
17960,108,Taoyuan County,非何杰金氏淋巴瘤,男,25-29歲,1
17961,108,Taoyuan County,非何杰金氏淋巴瘤,男,45-49歲,1
17962,108,Taoyuan County,非何杰金氏淋巴瘤,男,55-59歲,1
17963,108,Taoyuan County,非何杰金氏淋巴瘤,男,70-74歲,1
17964,108,Taoyuan County,非何杰金氏淋巴瘤,男,80-84歲,1
17965,108,Taoyuan County,非何杰金氏淋巴瘤,女,50-54歲,1
17966,108,Taoyuan County,白血病,男,65-69歲,1
17967,108,Taoyuan County,白血病,男,85-89歲,1
17968,108,Taoyuan County,其他癌症,男,50-54歲,1
17969,108,Taoyuan County,其他癌症,男,60-64歲,1
17970,108,Taoyuan County,其他癌症,男,65-69歲,1
17971,108,Taoyuan County,其他癌症,男,70-74歲,3
17972,108,Taoyuan County,其他癌症,女,60-64歲,1
17973,108,Taoyuan County,其他癌症,女,70-74歲,1
17974,108,Taoyuan County,口腔癌,男,40-44歲,2
17975,108,Taoyuan County,口腔癌,男,50-54歲,4
17976,108,Taoyuan County,口腔癌,男,55-59歲,9
17977,108,Taoyuan County,口腔癌,男,60-64歲,2
17978,108,Taoyuan County,口腔癌,男,65-69歲,5
17979,108,Taoyuan County,口腔癌,男,70-74歲,1
17980,108,Taoyuan County,口腔癌,男,75-79歲,2
17981,108,Taoyuan County,口腔癌,男,80-84歲,1
17982,108,Taoyuan County,口腔癌,男,95-99歲,1
17983,108,Taoyuan County,口腔癌,女,65-69歲,1
17984,108,Taoyuan County,口腔癌,女,85-89歲,1
17985,108,Taoyuan County,鼻咽癌,男,50-54歲,1
17986,108,Taoyuan County,鼻咽癌,男,55-59歲,1
17987,108,Taoyuan County,食道癌,男,45-49歲,1
17988,108,Taoyuan County,食道癌,男,55-59歲,2
17989,108,Taoyuan County,食道癌,男,60-64歲,1
17990,108,Taoyuan County,食道癌,男,65-69歲,3
17991,108,Taoyuan County,食道癌,男,80-84歲,2
17992,108,Taoyuan County,食道癌,男,90-94歲,1
17993,108,Taoyuan County,食道癌,女,75-79歲,1
17994,108,Taoyuan County,胃癌,男,50-54歲,1
17995,108,Taoyuan County,胃癌,男,55-59歲,2
17996,108,Taoyuan County,胃癌,男,60-64歲,1
17997,108,Taoyuan County,胃癌,男,65-69歲,2
17998,108,Taoyuan County,胃癌,男,70-74歲,2
17999,108,Taoyuan County,胃癌,男,80-84歲,1
18000,108,Taoyuan County,胃癌,男,85-89歲,1
18001,108,Taoyuan County,胃癌,男,90-94歲,1
18002,108,Taoyuan County,胃癌,女,60-64歲,2
18003,108,Taoyuan County,胃癌,女,65-69歲,1
18004,108,Taoyuan County,胃癌,女,70-74歲,2
18005,108,Taoyuan County,胃癌,女,80-84歲,2
18006,108,Taoyuan County,胃癌,女,90-94歲,1
18007,108,Taoyuan County,結腸、直腸和肛門癌,男,40-44歲,1
18008,108,Taoyuan County,結腸、直腸和肛門癌,男,45-49歲,1
18009,108,Taoyuan County,結腸、直腸和肛門癌,男,55-59歲,2
18010,108,Taoyuan County,結腸、直腸和肛門癌,男,60-64歲,2
18011,108,Taoyuan County,結腸、直腸和肛門癌,男,65-69歲,1
18012,108,Taoyuan County,結腸、直腸和肛門癌,男,70-74歲,2
18013,108,Taoyuan County,結腸、直腸和肛門癌,男,75-79歲,2
18014,108,Taoyuan County,結腸、直腸和肛門癌,男,80-84歲,2
18015,108,Taoyuan County,結腸、直腸和肛門癌,男,85-89歲,1
18016,108,Taoyuan County,結腸、直腸和肛門癌,女,50-54歲,1
18017,108,Taoyuan County,結腸、直腸和肛門癌,女,55-59歲,1
18018,108,Taoyuan County,結腸、直腸和肛門癌,女,60-64歲,1
18019,108,Taoyuan County,結腸、直腸和肛門癌,女,65-69歲,2
18020,108,Taoyuan County,結腸、直腸和肛門癌,女,70-74歲,3
18021,108,Taoyuan County,結腸、直腸和肛門癌,女,80-84歲,1
18022,108,Taoyuan County,結腸、直腸和肛門癌,女,85-89歲,2
18023,108,Taoyuan County,結腸、直腸和肛門癌,女,100歲以上,1
18024,108,Taoyuan County,肝和肝內膽管癌,男,45-49歲,1
18025,108,Taoyuan County,肝和肝內膽管癌,男,50-54歲,2
18026,108,Taoyuan County,肝和肝內膽管癌,男,55-59歲,3
18027,108,Taoyuan County,肝和肝內膽管癌,男,60-64歲,8
18028,108,Taoyuan County,肝和肝內膽管癌,男,65-69歲,5
18029,108,Taoyuan County,肝和肝內膽管癌,男,70-74歲,5
18030,108,Taoyuan County,肝和肝內膽管癌,男,80-84歲,2
18031,108,Taoyuan County,肝和肝內膽管癌,男,90-94歲,1
18032,108,Taoyuan County,肝和肝內膽管癌,男,95-99歲,1
18033,108,Taoyuan County,肝和肝內膽管癌,女,55-59歲,1
18034,108,Taoyuan County,肝和肝內膽管癌,女,60-64歲,1
18035,108,Taoyuan County,肝和肝內膽管癌,女,65-69歲,1
18036,108,Taoyuan County,肝和肝內膽管癌,女,70-74歲,2
18037,108,Taoyuan County,肝和肝內膽管癌,女,75-79歲,1
18038,108,Taoyuan County,肝和肝內膽管癌,女,85-89歲,1
18039,108,Taoyuan County,膽囊和其他膽道癌,男,55-59歲,2
18040,108,Taoyuan County,胰臟癌,男,55-59歲,1
18041,108,Taoyuan County,胰臟癌,男,60-64歲,1
18042,108,Taoyuan County,胰臟癌,男,65-69歲,1
18043,108,Taoyuan County,胰臟癌,男,70-74歲,1
18044,108,Taoyuan County,胰臟癌,男,80-84歲,1
18045,108,Taoyuan County,胰臟癌,女,50-54歲,1
18046,108,Taoyuan County,胰臟癌,女,70-74歲,5
18047,108,Taoyuan County,胰臟癌,女,75-79歲,3
18048,108,Taoyuan County,胰臟癌,女,90-94歲,2
18049,108,Taoyuan County,胰臟癌,女,95-99歲,1
18050,108,Taoyuan County,氣管、支氣管和肺癌,男,45-49歲,3
18051,108,Taoyuan County,氣管、支氣管和肺癌,男,50-54歲,2
18052,108,Taoyuan County,氣管、支氣管和肺癌,男,55-59歲,5
18053,108,Taoyuan County,氣管、支氣管和肺癌,男,60-64歲,6
18054,108,Taoyuan County,氣管、支氣管和肺癌,男,65-69歲,4
18055,108,Taoyuan County,氣管、支氣管和肺癌,男,70-74歲,3
18056,108,Taoyuan County,氣管、支氣管和肺癌,男,75-79歲,5
18057,108,Taoyuan County,氣管、支氣管和肺癌,男,80-84歲,4
18058,108,Taoyuan County,氣管、支氣管和肺癌,男,85-89歲,3
18059,108,Taoyuan County,氣管、支氣管和肺癌,男,90-94歲,5
18060,108,Taoyuan County,氣管、支氣管和肺癌,男,95-99歲,2
18061,108,Taoyuan County,氣管、支氣管和肺癌,女,55-59歲,1
18062,108,Taoyuan County,氣管、支氣管和肺癌,女,60-64歲,2
18063,108,Taoyuan County,氣管、支氣管和肺癌,女,65-69歲,7
18064,108,Taoyuan County,氣管、支氣管和肺癌,女,70-74歲,4
18065,108,Taoyuan County,氣管、支氣管和肺癌,女,75-79歲,2
18066,108,Taoyuan County,氣管、支氣管和肺癌,女,80-84歲,1
18067,108,Taoyuan County,氣管、支氣管和肺癌,女,85-89歲,3
18068,108,Taoyuan County,氣管、支氣管和肺癌,女,90-94歲,2
18069,108,Taoyuan County,胸腺癌,女,65-69歲,1
18070,108,Taoyuan County,骨和關節軟骨癌,男,10-14歲,1
18071,108,Taoyuan County,骨和關節軟骨癌,男,50-54歲,1
18072,108,Taoyuan County,黑色素瘤和其他皮膚癌,男,55-59歲,2
18073,108,Taoyuan County,黑色素瘤和其他皮膚癌,男,85-89歲,1
18074,108,Taoyuan County,黑色素瘤和其他皮膚癌,男,90-94歲,1
18075,108,Taoyuan County,間皮和軟組織癌,男,55-59歲,1
18076,108,Taoyuan County,間皮和軟組織癌,女,45-49歲,1
18077,108,Taoyuan County,間皮和軟組織癌,女,60-64歲,1
18078,108,Taoyuan County,女性乳房癌,女,30-34歲,1
18079,108,Taoyuan County,女性乳房癌,女,40-44歲,1
18080,108,Taoyuan County,女性乳房癌,女,50-54歲,2
18081,108,Taoyuan County,女性乳房癌,女,55-59歲,3
18082,108,Taoyuan County,女性乳房癌,女,60-64歲,3
18083,108,Taoyuan County,女性乳房癌,女,65-69歲,2
18084,108,Taoyuan County,女性乳房癌,女,70-74歲,1
18085,108,Taoyuan County,女性乳房癌,女,75-79歲,2
18086,108,Taoyuan County,女性乳房癌,女,80-84歲,1
18087,108,Taoyuan County,子宮頸及部位未明示子宮癌,女,50-54歲,1
18088,108,Taoyuan County,子宮頸及部位未明示子宮癌,女,55-59歲,2
18089,108,Taoyuan County,子宮頸及部位未明示子宮癌,女,65-69歲,1
18090,108,Taoyuan County,子宮頸及部位未明示子宮癌,女,85-89歲,1
18091,108,Taoyuan County,子宮頸及部位未明示子宮癌,女,95-99歲,1
18092,108,Taoyuan County,子宮體癌,女,35-39歲,1
18093,108,Taoyuan County,子宮體癌,女,55-59歲,1
18094,108,Taoyuan County,卵巢癌,女,55-59歲,1
18095,108,Taoyuan County,前列腺(攝護腺)癌,男,65-69歲,1
18096,108,Taoyuan County,前列腺(攝護腺)癌,男,75-79歲,1
18097,108,Taoyuan County,前列腺(攝護腺)癌,男,80-84歲,1
18098,108,Taoyuan County,前列腺(攝護腺)癌,男,85-89歲,1
18099,108,Taoyuan County,前列腺(攝護腺)癌,男,90-94歲,4
18100,108,Taoyuan County,前列腺(攝護腺)癌,男,95-99歲,1
18101,108,Taoyuan County,腎臟癌,男,55-59歲,1
18102,108,Taoyuan County,腎臟癌,男,65-69歲,1
18103,108,Taoyuan County,腎臟癌,男,85-89歲,1
18104,108,Taoyuan County,膀胱癌,男,55-59歲,1
18105,108,Taoyuan County,膀胱癌,男,70-74歲,2
18106,108,Taoyuan County,膀胱癌,男,75-79歲,1
18107,108,Taoyuan County,膀胱癌,男,80-84歲,1
18108,108,Taoyuan County,膀胱癌,男,90-94歲,1
18109,108,Taoyuan County,膀胱癌,女,55-59歲,1
18110,108,Taoyuan County,腦癌,男,60-64歲,1
18111,108,Taoyuan County,非何杰金氏淋巴瘤,男,65-69歲,1
18112,108,Taoyuan County,非何杰金氏淋巴瘤,男,75-79歲,1
18113,108,Taoyuan County,白血病,男,30-34歲,1
18114,108,Taoyuan County,白血病,男,60-64歲,2
18115,108,Taoyuan County,白血病,男,70-74歲,1
18116,108,Taoyuan County,白血病,男,80-84歲,1
18117,108,Taoyuan County,白血病,男,90-94歲,1
18118,108,Taoyuan County,白血病,女,65-69歲,1
18119,108,Taoyuan County,其他癌症,男,55-59歲,1
18120,108,Taoyuan County,其他癌症,男,60-64歲,2
18121,108,Taoyuan County,其他癌症,男,65-69歲,1
18122,108,Taoyuan County,其他癌症,男,70-74歲,1
18123,108,Taoyuan County,其他癌症,男,75-79歲,2
18124,108,Taoyuan County,其他癌症,女,35-39歲,1
18125,108,Taoyuan County,其他癌症,女,55-59歲,1
18126,108,Taoyuan County,其他癌症,女,60-64歲,3
18127,108,Taoyuan County,其他癌症,女,65-69歲,1
18128,108,Taoyuan County,其他癌症,女,70-74歲,1
18129,108,Taoyuan County,口腔癌,男,35-39歲,1
18130,108,Taoyuan County,口腔癌,男,40-44歲,2
18131,108,Taoyuan County,口腔癌,男,45-49歲,4
18132,108,Taoyuan County,口腔癌,男,50-54歲,2
18133,108,Taoyuan County,口腔癌,男,55-59歲,5
18134,108,Taoyuan County,口腔癌,男,60-64歲,3
18135,108,Taoyuan County,口腔癌,男,65-69歲,4
18136,108,Taoyuan County,口腔癌,男,90-94歲,1
18137,108,Taoyuan County,口腔癌,女,55-59歲,1
18138,108,Taoyuan County,口腔癌,女,60-64歲,1
18139,108,Taoyuan County,口腔癌,女,65-69歲,1
18140,108,Taoyuan County,口腔癌,女,80-84歲,1
18141,108,Taoyuan County,主唾液腺癌,男,65-69歲,1
18142,108,Taoyuan County,鼻咽癌,男,40-44歲,1
18143,108,Taoyuan County,鼻咽癌,男,55-59歲,1
18144,108,Taoyuan County,鼻咽癌,男,65-69歲,1
18145,108,Taoyuan County,鼻咽癌,女,50-54歲,1
18146,108,Taoyuan County,鼻咽癌,女,75-79歲,1
18147,108,Taoyuan County,食道癌,男,45-49歲,2
18148,108,Taoyuan County,食道癌,男,50-54歲,1
18149,108,Taoyuan County,食道癌,男,55-59歲,6
18150,108,Taoyuan County,食道癌,男,60-64歲,6
18151,108,Taoyuan County,食道癌,男,65-69歲,1
18152,108,Taoyuan County,食道癌,女,55-59歲,1
18153,108,Taoyuan County,胃癌,男,45-49歲,1
18154,108,Taoyuan County,胃癌,男,55-59歲,1
18155,108,Taoyuan County,胃癌,男,60-64歲,2
18156,108,Taoyuan County,胃癌,男,75-79歲,3
18157,108,Taoyuan County,胃癌,男,80-84歲,5
18158,108,Taoyuan County,胃癌,男,85-89歲,3
18159,108,Taoyuan County,胃癌,男,90-94歲,1
18160,108,Taoyuan County,胃癌,女,50-54歲,1
18161,108,Taoyuan County,胃癌,女,80-84歲,2
18162,108,Taoyuan County,胃癌,女,90-94歲,1
18163,108,Taoyuan County,小腸癌,女,75-79歲,1
18164,108,Taoyuan County,結腸、直腸和肛門癌,男,50-54歲,1
18165,108,Taoyuan County,結腸、直腸和肛門癌,男,55-59歲,2
18166,108,Taoyuan County,結腸、直腸和肛門癌,男,60-64歲,3
18167,108,Taoyuan County,結腸、直腸和肛門癌,男,65-69歲,3
18168,108,Taoyuan County,結腸、直腸和肛門癌,男,75-79歲,2
18169,108,Taoyuan County,結腸、直腸和肛門癌,男,80-84歲,2
18170,108,Taoyuan County,結腸、直腸和肛門癌,男,85-89歲,2
18171,108,Taoyuan County,結腸、直腸和肛門癌,男,90-94歲,2
18172,108,Taoyuan County,結腸、直腸和肛門癌,男,95-99歲,1
18173,108,Taoyuan County,結腸、直腸和肛門癌,女,55-59歲,1
18174,108,Taoyuan County,結腸、直腸和肛門癌,女,60-64歲,2
18175,108,Taoyuan County,結腸、直腸和肛門癌,女,65-69歲,2
18176,108,Taoyuan County,結腸、直腸和肛門癌,女,75-79歲,1
18177,108,Taoyuan County,結腸、直腸和肛門癌,女,80-84歲,3
18178,108,Taoyuan County,結腸、直腸和肛門癌,女,85-89歲,2
18179,108,Taoyuan County,結腸、直腸和肛門癌,女,90-94歲,1
18180,108,Taoyuan County,肝和肝內膽管癌,男,35-39歲,1
18181,108,Taoyuan County,肝和肝內膽管癌,男,40-44歲,1
18182,108,Taoyuan County,肝和肝內膽管癌,男,45-49歲,2
18183,108,Taoyuan County,肝和肝內膽管癌,男,50-54歲,3
18184,108,Taoyuan County,肝和肝內膽管癌,男,55-59歲,6
18185,108,Taoyuan County,肝和肝內膽管癌,男,60-64歲,5
18186,108,Taoyuan County,肝和肝內膽管癌,男,65-69歲,4
18187,108,Taoyuan County,肝和肝內膽管癌,男,70-74歲,4
18188,108,Taoyuan County,肝和肝內膽管癌,男,75-79歲,1
18189,108,Taoyuan County,肝和肝內膽管癌,男,80-84歲,1
18190,108,Taoyuan County,肝和肝內膽管癌,男,85-89歲,2
18191,108,Taoyuan County,肝和肝內膽管癌,男,90-94歲,1
18192,108,Taoyuan County,肝和肝內膽管癌,男,95-99歲,1
18193,108,Taoyuan County,肝和肝內膽管癌,女,55-59歲,2
18194,108,Taoyuan County,肝和肝內膽管癌,女,60-64歲,2
18195,108,Taoyuan County,肝和肝內膽管癌,女,65-69歲,4
18196,108,Taoyuan County,肝和肝內膽管癌,女,70-74歲,5
18197,108,Taoyuan County,肝和肝內膽管癌,女,75-79歲,2
18198,108,Taoyuan County,肝和肝內膽管癌,女,80-84歲,4
18199,108,Taoyuan County,膽囊和其他膽道癌,女,70-74歲,1
18200,108,Taoyuan County,胰臟癌,男,35-39歲,1
18201,108,Taoyuan County,胰臟癌,男,50-54歲,1
18202,108,Taoyuan County,胰臟癌,男,60-64歲,2
18203,108,Taoyuan County,胰臟癌,男,65-69歲,4
18204,108,Taoyuan County,胰臟癌,男,70-74歲,2
18205,108,Taoyuan County,胰臟癌,男,90-94歲,3
18206,108,Taoyuan County,胰臟癌,女,65-69歲,2
18207,108,Taoyuan County,胰臟癌,女,70-74歲,1
18208,108,Taoyuan County,鼻腔、中耳和副鼻竇癌,男,55-59歲,1
18209,108,Taoyuan County,鼻腔、中耳和副鼻竇癌,男,65-69歲,1
18210,108,Taoyuan County,氣管、支氣管和肺癌,男,35-39歲,2
18211,108,Taoyuan County,氣管、支氣管和肺癌,男,45-49歲,1
18212,108,Taoyuan County,氣管、支氣管和肺癌,男,50-54歲,3
18213,108,Taoyuan County,氣管、支氣管和肺癌,男,55-59歲,5
18214,108,Taoyuan County,氣管、支氣管和肺癌,男,60-64歲,3
18215,108,Taoyuan County,氣管、支氣管和肺癌,男,65-69歲,6
18216,108,Taoyuan County,氣管、支氣管和肺癌,男,70-74歲,4
18217,108,Taoyuan County,氣管、支氣管和肺癌,男,75-79歲,2
18218,108,Taoyuan County,氣管、支氣管和肺癌,男,80-84歲,2
18219,108,Taoyuan County,氣管、支氣管和肺癌,男,85-89歲,3
18220,108,Taoyuan County,氣管、支氣管和肺癌,男,90-94歲,5
18221,108,Taoyuan County,氣管、支氣管和肺癌,男,95-99歲,1
18222,108,Taoyuan County,氣管、支氣管和肺癌,女,50-54歲,2
18223,108,Taoyuan County,氣管、支氣管和肺癌,女,55-59歲,4
18224,108,Taoyuan County,氣管、支氣管和肺癌,女,60-64歲,4
18225,108,Taoyuan County,氣管、支氣管和肺癌,女,65-69歲,4
18226,108,Taoyuan County,氣管、支氣管和肺癌,女,70-74歲,1
18227,108,Taoyuan County,氣管、支氣管和肺癌,女,75-79歲,5
18228,108,Taoyuan County,氣管、支氣管和肺癌,女,80-84歲,3
18229,108,Taoyuan County,氣管、支氣管和肺癌,女,85-89歲,2
18230,108,Taoyuan County,氣管、支氣管和肺癌,女,90-94歲,3
18231,108,Taoyuan County,胸腺癌,男,50-54歲,1
18232,108,Taoyuan County,胸腺癌,男,55-59歲,1
18233,108,Taoyuan County,黑色素瘤和其他皮膚癌,男,90-94歲,1
18234,108,Taoyuan County,黑色素瘤和其他皮膚癌,男,95-99歲,1
18235,108,Taoyuan County,黑色素瘤和其他皮膚癌,女,60-64歲,1
18236,108,Taoyuan County,黑色素瘤和其他皮膚癌,女,80-84歲,1
18237,108,Taoyuan County,間皮和軟組織癌,男,60-64歲,1
18238,108,Taoyuan County,間皮和軟組織癌,女,50-54歲,1
18239,108,Taoyuan County,間皮和軟組織癌,女,55-59歲,1
18240,108,Taoyuan County,間皮和軟組織癌,女,60-64歲,1
18241,108,Taoyuan County,間皮和軟組織癌,女,75-79歲,1
18242,108,Taoyuan County,女性乳房癌,女,40-44歲,1
18243,108,Taoyuan County,女性乳房癌,女,50-54歲,2
18244,108,Taoyuan County,女性乳房癌,女,55-59歲,4
18245,108,Taoyuan County,女性乳房癌,女,60-64歲,3
18246,108,Taoyuan County,女性乳房癌,女,65-69歲,2
18247,108,Taoyuan County,女性乳房癌,女,70-74歲,2
18248,108,Taoyuan County,女性乳房癌,女,75-79歲,1
18249,108,Taoyuan County,女性乳房癌,女,80-84歲,2
18250,108,Taoyuan County,女性乳房癌,女,85-89歲,1
18251,108,Taoyuan County,子宮頸及部位未明示子宮癌,女,40-44歲,1
18252,108,Taoyuan County,子宮頸及部位未明示子宮癌,女,50-54歲,2
18253,108,Taoyuan County,子宮頸及部位未明示子宮癌,女,55-59歲,2
18254,108,Taoyuan County,子宮頸及部位未明示子宮癌,女,75-79歲,1
18255,108,Taoyuan County,子宮頸及部位未明示子宮癌,女,85-89歲,1
18256,108,Taoyuan County,卵巢癌,女,60-64歲,1
18257,108,Taoyuan County,卵巢癌,女,65-69歲,1
18258,108,Taoyuan County,卵巢癌,女,75-79歲,2
18259,108,Taoyuan County,前列腺(攝護腺)癌,男,50-54歲,1
18260,108,Taoyuan County,前列腺(攝護腺)癌,男,55-59歲,2
18261,108,Taoyuan County,前列腺(攝護腺)癌,男,85-89歲,2
18262,108,Taoyuan County,前列腺(攝護腺)癌,男,90-94歲,3
18263,108,Taoyuan County,前列腺(攝護腺)癌,男,100歲以上,1
18264,108,Taoyuan County,腎臟癌,男,55-59歲,1
18265,108,Taoyuan County,腎臟癌,女,75-79歲,2
18266,108,Taoyuan County,腎臟癌,女,85-89歲,1
18267,108,Taoyuan County,膀胱癌,男,40-44歲,1
18268,108,Taoyuan County,膀胱癌,男,80-84歲,1
18269,108,Taoyuan County,膀胱癌,男,85-89歲,3
18270,108,Taoyuan County,膀胱癌,男,95-99歲,1
18271,108,Taoyuan County,腦癌,男,5-9歲,1
18272,108,Taoyuan County,腦癌,男,45-49歲,1
18273,108,Taoyuan County,腦癌,男,80-84歲,1
18274,108,Taoyuan County,甲狀腺癌,男,70-74歲,1
18275,108,Taoyuan County,甲狀腺癌,女,50-54歲,1
18276,108,Taoyuan County,非何杰金氏淋巴瘤,男,25-29歲,1
18277,108,Taoyuan County,非何杰金氏淋巴瘤,男,40-44歲,1
18278,108,Taoyuan County,非何杰金氏淋巴瘤,男,60-64歲,1
18279,108,Taoyuan County,非何杰金氏淋巴瘤,男,65-69歲,1
18280,108,Taoyuan County,非何杰金氏淋巴瘤,男,70-74歲,1
18281,108,Taoyuan County,非何杰金氏淋巴瘤,男,80-84歲,2
18282,108,Taoyuan County,非何杰金氏淋巴瘤,男,85-89歲,3
18283,108,Taoyuan County,非何杰金氏淋巴瘤,女,65-69歲,1
18284,108,Taoyuan County,白血病,男,15-19歲,1
18285,108,Taoyuan County,白血病,男,50-54歲,1
18286,108,Taoyuan County,白血病,男,55-59歲,1
18287,108,Taoyuan County,白血病,男,65-69歲,1
18288,108,Taoyuan County,白血病,男,70-74歲,1
18289,108,Taoyuan County,其他癌症,男,50-54歲,1
18290,108,Taoyuan County,其他癌症,男,55-59歲,1
18291,108,Taoyuan County,其他癌症,男,70-74歲,2
18292,108,Taoyuan County,其他癌症,男,75-79歲,1
18293,108,Taoyuan County,其他癌症,男,85-89歲,1
18294,108,Taoyuan County,其他癌症,男,90-94歲,1
18295,108,Taoyuan County,其他癌症,女,60-64歲,2
18296,108,Taoyuan County,其他癌症,女,75-79歲,1
18297,108,Taoyuan County,口腔癌,男,40-44歲,1
18298,108,Taoyuan County,口腔癌,男,45-49歲,4
18299,108,Taoyuan County,口腔癌,男,50-54歲,6
18300,108,Taoyuan County,口腔癌,男,55-59歲,3
18301,108,Taoyuan County,口腔癌,男,75-79歲,1
18302,108,Taoyuan County,鼻咽癌,男,55-59歲,1
18303,108,Taoyuan County,鼻咽癌,男,75-79歲,1
18304,108,Taoyuan County,鼻咽癌,女,55-59歲,1
18305,108,Taoyuan County,鼻咽癌,女,70-74歲,1
18306,108,Taoyuan County,食道癌,男,45-49歲,2
18307,108,Taoyuan County,食道癌,男,55-59歲,2
18308,108,Taoyuan County,食道癌,男,60-64歲,2
18309,108,Taoyuan County,胃癌,男,55-59歲,1
18310,108,Taoyuan County,胃癌,男,65-69歲,1
18311,108,Taoyuan County,胃癌,男,70-74歲,1
18312,108,Taoyuan County,胃癌,男,95-99歲,1
18313,108,Taoyuan County,胃癌,女,90-94歲,1
18314,108,Taoyuan County,小腸癌,男,75-79歲,1
18315,108,Taoyuan County,結腸、直腸和肛門癌,男,35-39歲,1
18316,108,Taoyuan County,結腸、直腸和肛門癌,男,45-49歲,1
18317,108,Taoyuan County,結腸、直腸和肛門癌,男,55-59歲,1
18318,108,Taoyuan County,結腸、直腸和肛門癌,男,65-69歲,3
18319,108,Taoyuan County,結腸、直腸和肛門癌,男,70-74歲,1
18320,108,Taoyuan County,結腸、直腸和肛門癌,男,80-84歲,2
18321,108,Taoyuan County,結腸、直腸和肛門癌,男,90-94歲,2
18322,108,Taoyuan County,結腸、直腸和肛門癌,女,45-49歲,1
18323,108,Taoyuan County,結腸、直腸和肛門癌,女,50-54歲,2
18324,108,Taoyuan County,結腸、直腸和肛門癌,女,55-59歲,3
18325,108,Taoyuan County,結腸、直腸和肛門癌,女,60-64歲,1
18326,108,Taoyuan County,結腸、直腸和肛門癌,女,70-74歲,2
18327,108,Taoyuan County,結腸、直腸和肛門癌,女,80-84歲,2
18328,108,Taoyuan County,結腸、直腸和肛門癌,女,85-89歲,3
18329,108,Taoyuan County,結腸、直腸和肛門癌,女,90-94歲,1
18330,108,Taoyuan County,結腸、直腸和肛門癌,女,95-99歲,1
18331,108,Taoyuan County,肝和肝內膽管癌,男,45-49歲,1
18332,108,Taoyuan County,肝和肝內膽管癌,男,50-54歲,1
18333,108,Taoyuan County,肝和肝內膽管癌,男,55-59歲,1
18334,108,Taoyuan County,肝和肝內膽管癌,男,60-64歲,3
18335,108,Taoyuan County,肝和肝內膽管癌,男,65-69歲,8
18336,108,Taoyuan County,肝和肝內膽管癌,男,70-74歲,4
18337,108,Taoyuan County,肝和肝內膽管癌,男,75-79歲,1
18338,108,Taoyuan County,肝和肝內膽管癌,男,90-94歲,1
18339,108,Taoyuan County,肝和肝內膽管癌,男,95-99歲,1
18340,108,Taoyuan County,肝和肝內膽管癌,女,40-44歲,1
18341,108,Taoyuan County,肝和肝內膽管癌,女,50-54歲,1
18342,108,Taoyuan County,肝和肝內膽管癌,女,55-59歲,3
18343,108,Taoyuan County,肝和肝內膽管癌,女,60-64歲,1
18344,108,Taoyuan County,肝和肝內膽管癌,女,70-74歲,1
18345,108,Taoyuan County,肝和肝內膽管癌,女,75-79歲,1
18346,108,Taoyuan County,肝和肝內膽管癌,女,90-94歲,1
18347,108,Taoyuan County,膽囊和其他膽道癌,男,85-89歲,1
18348,108,Taoyuan County,膽囊和其他膽道癌,女,95-99歲,1
18349,108,Taoyuan County,胰臟癌,男,60-64歲,1
18350,108,Taoyuan County,胰臟癌,男,65-69歲,1
18351,108,Taoyuan County,胰臟癌,男,75-79歲,1
18352,108,Taoyuan County,胰臟癌,女,50-54歲,1
18353,108,Taoyuan County,胰臟癌,女,60-64歲,1
18354,108,Taoyuan County,胰臟癌,女,70-74歲,1
18355,108,Taoyuan County,胰臟癌,女,75-79歲,1
